ensembl_gene_id	external_gene_name	external_gene_name.1	description	biotype
ENSG00000165125	TRPV6	TRPV6	transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]	Gene
ENSG00000165138	ANKS6	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26724]	Gene
ENSG00000165182	CXorf58	CXorf58	chromosome X open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:26356]	Gene
ENSG00000165186	PTCHD1	PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]	Gene
ENSG00000165188	RNF183	RNF183	ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]	Gene
ENSG00000165192	ASB11	ASB11	ankyrin repeat and SOCS box containing 11 [Source:HGNC Symbol;Acc:HGNC:17186]	Gene
ENSG00000165244	ZNF367	ZNF367	zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]	TF
ENSG00000165312	OTUD1	OTUD1	OTU deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:27346]	Gene
ENSG00000165323	FAT3	FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	Gene
ENSG00000165338	HECTD2	HECTD2	HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736]	Gene
ENSG00000165379	LRFN5	LRFN5	leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20360]	Gene
ENSG00000165457	FOLR2	FOLR2	folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]	Gene
ENSG00000165458	INPPL1	INPPL1	inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]	Gene
ENSG00000165476	REEP3	REEP3	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	Gene
ENSG00000165521	EML5	EML5	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	Gene
ENSG00000165566	AMER2	AMER2	APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:HGNC:26360]	Gene
ENSG00000165568	AKR1E2	AKR1E2	aldo-keto reductase family 1 member E2 [Source:HGNC Symbol;Acc:HGNC:23437]	Gene
ENSG00000165606	DRGX	DRGX	dorsal root ganglia homeobox [Source:HGNC Symbol;Acc:HGNC:21536]	TF
ENSG00000165633	VSTM4	VSTM4	V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]	Gene
ENSG00000165646	SLC18A2	SLC18A2	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	Gene
ENSG00000165694	FRMD7	FRMD7	FERM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:8079]	Gene
ENSG00000165752	STK32C	STK32C	serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]	Gene
ENSG00000165757	JCAD	JCAD	junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]	Gene
ENSG00000165799	RNASE7	RNASE7	ribonuclease A family member 7 [Source:HGNC Symbol;Acc:HGNC:19278]	Gene
ENSG00000165810	BTNL9	BTNL9	butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]	Gene
ENSG00000165828	PRAP1	PRAP1	proline rich acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:23304]	Gene
ENSG00000165832	TRUB1	TRUB1	TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]	Gene
ENSG00000165895	ARHGAP42	ARHGAP42	Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]	Gene
ENSG00000165898	ISCA2	ISCA2	iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857]	Gene
ENSG00000165949	IFI27	IFI27	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	Gene
ENSG00000165970	SLC6A5	SLC6A5	solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051]	Gene
ENSG00000165997	ARL5B	ARL5B	ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]	Gene
ENSG00000166069	TMCO5A	TMCO5A	transmembrane and coiled-coil domains 5A [Source:HGNC Symbol;Acc:HGNC:28558]	Gene
ENSG00000166073	GPR176	GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]	Gene
ENSG00000166106	ADAMTS15	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]	Gene
ENSG00000166130	IKBIP	IKBIP	IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430]	Gene
ENSG00000166143	PPP1R14D	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D [Source:HGNC Symbol;Acc:HGNC:14953]	Gene
ENSG00000166181	API5	API5	apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]	Gene
ENSG00000166183	ASPG	ASPG	asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]	Gene
ENSG00000166188	ZNF319	ZNF319	zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644]	TF
ENSG00000166197	NOLC1	NOLC1	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]	Gene
ENSG00000166199	ALKBH3	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]	Gene
ENSG00000166224	SGPL1	SGPL1	sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817]	Gene
ENSG00000166260	COX11	COX11	cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]	Gene
ENSG00000166289	PLEKHF1	PLEKHF1	pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]	Gene
ENSG00000166341	DCHS1	DCHS1	dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]	Gene
ENSG00000166342	NETO1	NETO1	neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823]	Gene
ENSG00000166348	USP54	USP54	ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513]	Gene
ENSG00000166349	RAG1	RAG1	recombination activating 1 [Source:HGNC Symbol;Acc:HGNC:9831]	Gene
ENSG00000166377	ATP9B	ATP9B	ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]	Gene
ENSG00000166387	PPFIBP2	PPFIBP2	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]	Gene
ENSG00000166415	WDR72	WDR72	WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]	Gene
ENSG00000166428	PLD4	PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	Gene
ENSG00000166435	XRRA1	XRRA1	X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:HGNC:18868]	Gene
ENSG00000166444	DENND2B	DENND2B	DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350]	Gene
ENSG00000166450	PRTG	PRTG	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]	Gene
ENSG00000166454	ATMIN	ATMIN	ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]	TF
ENSG00000166471	TMEM41B	TMEM41B	transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]	Gene
ENSG00000166473	PKD1L2	PKD1L2	polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]	Gene
ENSG00000166523	CLEC4E	CLEC4E	C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]	Gene
ENSG00000166575	TMEM135	TMEM135	transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]	Gene
ENSG00000166578	IQCD	IQCD	IQ motif containing D [Source:HGNC Symbol;Acc:HGNC:25168]	Gene
ENSG00000166589	CDH16	CDH16	cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755]	Gene
ENSG00000166619	BLCAP	BLCAP	BLCAP apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:1055]	Gene
ENSG00000166676	TVP23A	TVP23A	trans-golgi network vesicle protein 23 homolog A [Source:HGNC Symbol;Acc:HGNC:20398]	Gene
ENSG00000166783	MARF1	MARF1	meiosis regulator and mRNA stability factor 1 [Source:HGNC Symbol;Acc:HGNC:29562]	Gene
ENSG00000166801	FAM111A	FAM111A	FAM111 trypsin like peptidase A [Source:HGNC Symbol;Acc:HGNC:24725]	Gene
ENSG00000166823	MESP1	MESP1	mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]	TF
ENSG00000166845	C18orf54	C18orf54	chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]	Gene
ENSG00000166862	CACNG2	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]	Gene
ENSG00000166897	ELFN2	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]	Gene
ENSG00000166902	MRPL16	MRPL16	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]	Gene
ENSG00000166920	C15orf48	C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	Gene
ENSG00000166924	NYAP1	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]	Gene
ENSG00000166930	MS4A5	MS4A5	membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374]	Gene
ENSG00000166960	CCDC178	CCDC178	coiled-coil domain containing 178 [Source:HGNC Symbol;Acc:HGNC:29588]	Gene
ENSG00000166963	MAP1A	MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]	Gene
ENSG00000167094	TTC16	TTC16	tetratricopeptide repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:26536]	Gene
ENSG00000167098	SUN5	SUN5	Sad1 and UNC84 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:16252]	Gene
ENSG00000167100	SAMD14	SAMD14	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]	Gene
ENSG00000167105	TMEM92	TMEM92	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]	Gene
ENSG00000167106	FAM102A	FAM102A	family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]	Gene
ENSG00000167107	ACSF2	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	Gene
ENSG00000167173	C15orf39	C15orf39	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]	Gene
ENSG00000167182	SP2	SP2	Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]	TF
ENSG00000167183	PRR15L	PRR15L	proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149]	Gene
ENSG00000167191	GPRC5B	GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	Gene
ENSG00000167210	LOXHD1	LOXHD1	lipoxygenase homology PLAT domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]	Gene
ENSG00000167216	KATNAL2	KATNAL2	katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387]	Gene
ENSG00000167264	DUS2	DUS2	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]	Gene
ENSG00000167286	CD3D	CD3D	CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]	Gene
ENSG00000167291	TBC1D16	TBC1D16	TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]	Gene
ENSG00000167302	TEPSIN	TEPSIN	TEPSIN adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458]	Gene
ENSG00000167311	ART5	ART5	ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049]	Gene
ENSG00000167378	IRGQ	IRGQ	immunity related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868]	Gene
ENSG00000167395	ZNF646	ZNF646	zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]	TF
ENSG00000167476	JSRP1	JSRP1	junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:24963]	Gene
ENSG00000167487	KLHL26	KLHL26	kelch like family member 26 [Source:HGNC Symbol;Acc:HGNC:25623]	Gene
ENSG00000167523	SPATA33	SPATA33	spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]	Gene
ENSG00000167536	DHRS13	DHRS13	dehydrogenase/reductase 13 [Source:HGNC Symbol;Acc:HGNC:28326]	Gene
ENSG00000167565	SERTAD3	SERTAD3	SERTA domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17931]	Gene
ENSG00000167601	AXL	AXL	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	Gene
ENSG00000167613	LAIR1	LAIR1	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]	Gene
ENSG00000167618	LAIR2	LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]	Gene
ENSG00000167619	TMEM145	TMEM145	transmembrane protein 145 [Source:HGNC Symbol;Acc:HGNC:26912]	Gene
ENSG00000167625	ZNF526	ZNF526	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]	TF
ENSG00000167635	ZNF146	ZNF146	zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]	TF
ENSG00000167637	ZNF283	ZNF283	zinc finger protein 283 [Source:HGNC Symbol;Acc:HGNC:13077]	TF
ENSG00000167656	LY6D	LY6D	lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]	Gene
ENSG00000167664	TMIGD2	TMIGD2	transmembrane and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28324]	Gene
ENSG00000167680	SEMA6B	SEMA6B	semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739]	Gene
ENSG00000167700	MFSD3	MFSD3	major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]	Gene
ENSG00000167703	SLC43A2	SLC43A2	solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]	Gene
ENSG00000167723	TRPV3	TRPV3	transient receptor potential cation channel subfamily V member 3 [Source:HGNC Symbol;Acc:HGNC:18084]	Gene
ENSG00000167733	HSD11B1L	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like [Source:HGNC Symbol;Acc:HGNC:30419]	Gene
ENSG00000167757	KLK11	KLK11	kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]	Gene
ENSG00000167766	ZNF83	ZNF83	zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158]	TF
ENSG00000167767	KRT80	KRT80	keratin 80 [Source:HGNC Symbol;Acc:HGNC:27056]	Gene
ENSG00000167768	KRT1	KRT1	keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]	Gene
ENSG00000167769	ACER1	ACER1	alkaline ceramidase 1 [Source:HGNC Symbol;Acc:HGNC:18356]	Gene
ENSG00000167775	CD320	CD320	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]	Gene
ENSG00000167799	NUDT8	NUDT8	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]	Gene
ENSG00000167800	TBX10	TBX10	T-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11593]	TF
ENSG00000167858	TEKT1	TEKT1	tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]	Gene
ENSG00000167874	TMEM88	TMEM88	transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]	Gene
ENSG00000167904	TMEM68	TMEM68	transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]	Gene
ENSG00000167910	CYP7A1	CYP7A1	cytochrome P450 family 7 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2651]	Gene
ENSG00000167914	GSDMA	GSDMA	gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]	Gene
ENSG00000167984	NLRC3	NLRC3	NLR family CARD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29889]	Gene
ENSG00000168004	PLAAT5	PLAAT5	phospholipase A and acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24978]	Gene
ENSG00000168014	C2CD3	C2CD3	C2 domain containing 3 centriole elongation regulator [Source:HGNC Symbol;Acc:HGNC:24564]	Gene
ENSG00000168026	TTC21A	TTC21A	tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:HGNC:30761]	Gene
ENSG00000168038	ULK4	ULK4	unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784]	Gene
ENSG00000168061	SAC3D1	SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]	Gene
ENSG00000168062	BATF2	BATF2	basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]	TF
ENSG00000168066	SF1	SF1	splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]	Gene
ENSG00000168079	SCARA5	SCARA5	scavenger receptor class A member 5 [Source:HGNC Symbol;Acc:HGNC:28701]	Gene
ENSG00000168116	KIAA1586	KIAA1586	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]	Gene
ENSG00000168137	SETD5	SETD5	SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]	Gene
ENSG00000168148	H3-4	H3-4	H3.4 histone [Source:HGNC Symbol;Acc:HGNC:4778]	Gene
ENSG00000168152	THAP9	THAP9	THAP domain containing 9 [Source:HGNC Symbol;Acc:HGNC:23192]	Gene
ENSG00000168175	MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]	Gene
ENSG00000168209	DDIT4	DDIT4	DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]	Gene
ENSG00000168234	TTC39C	TTC39C	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]	Gene
ENSG00000168314	MOBP	MOBP	myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]	Gene
ENSG00000168389	MFSD2A	MFSD2A	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]	Gene
ENSG00000168398	BDKRB2	BDKRB2	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	Gene
ENSG00000168427	KLHL30	KLHL30	kelch like family member 30 [Source:HGNC Symbol;Acc:HGNC:24770]	Gene
ENSG00000168447	SCNN1B	SCNN1B	sodium channel epithelial 1 subunit beta [Source:HGNC Symbol;Acc:HGNC:10600]	Gene
ENSG00000168476	REEP4	REEP4	receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]	Gene
ENSG00000168509	HJV	HJV	hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]	Gene
ENSG00000168530	MYL1	MYL1	myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]	Gene
ENSG00000168582	CRYGA	CRYGA	crystallin gamma A [Source:HGNC Symbol;Acc:HGNC:2408]	Gene
ENSG00000168612	ZSWIM1	ZSWIM1	zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]	Gene
ENSG00000168619	ADAM18	ADAM18	ADAM metallopeptidase domain 18 [Source:HGNC Symbol;Acc:HGNC:196]	Gene
ENSG00000168631	MUCL3	MUCL3	mucin like 3 [Source:HGNC Symbol;Acc:HGNC:21666]	Gene
ENSG00000168658	VWA3B	VWA3B	von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]	Gene
ENSG00000168671	UGT3A2	UGT3A2	UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266]	Gene
ENSG00000168672	LRATD2	LRATD2	LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166]	Gene
ENSG00000168675	LDLRAD4	LDLRAD4	low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]	Gene
ENSG00000168701	TMEM208	TMEM208	transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015]	Gene
ENSG00000168758	SEMA4C	SEMA4C	semaphorin 4C [Source:HGNC Symbol;Acc:HGNC:10731]	Gene
ENSG00000168792	ABHD15	ABHD15	abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971]	Gene
ENSG00000168806	LCMT2	LCMT2	leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]	Gene
ENSG00000168813	ZNF507	ZNF507	zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783]	Gene
ENSG00000168830	HTR1E	HTR1E	5-hydroxytryptamine receptor 1E [Source:HGNC Symbol;Acc:HGNC:5291]	Gene
ENSG00000168874	ATOH8	ATOH8	atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]	TF
ENSG00000168883	USP39	USP39	ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]	Gene
ENSG00000168890	TMEM150A	TMEM150A	transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]	Gene
ENSG00000168903	BTNL3	BTNL3	butyrophilin like 3 [Source:HGNC Symbol;Acc:HGNC:1143]	Gene
ENSG00000168916	ZNF608	ZNF608	zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]	Gene
ENSG00000168938	PPIC	PPIC	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	Gene
ENSG00000168958	MFF	MFF	mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]	Gene
ENSG00000168970	JMJD7-PLA2G4B	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449]	Gene
ENSG00000169026	SLC49A3	SLC49A3	solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177]	Gene
ENSG00000169129	AFAP1L2	AFAP1L2	actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	Gene
ENSG00000169131	ZNF354A	ZNF354A	zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]	TF
ENSG00000169169	CPT1C	CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]	Gene
ENSG00000169181	GSG1L	GSG1L	GSG1 like [Source:HGNC Symbol;Acc:HGNC:28283]	Gene
ENSG00000169247	SH3TC2	SH3TC2	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	Gene
ENSG00000169258	GPRIN1	GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]	Gene
ENSG00000169314	C22orf15	C22orf15	chromosome 22 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:15558]	Gene
ENSG00000169359	SLC33A1	SLC33A1	solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]	Gene
ENSG00000169379	ARL13B	ARL13B	ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419]	Gene
ENSG00000169397	RNASE3	RNASE3	ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]	Gene
ENSG00000169402	RSPH10B2	RSPH10B2	radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]	Gene
ENSG00000169410	PTPN9	PTPN9	protein tyrosine phosphatase non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]	Gene
ENSG00000169436	COL22A1	COL22A1	collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]	Gene
ENSG00000169495	HTRA4	HTRA4	HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]	Gene
ENSG00000169507	SLC38A11	SLC38A11	solute carrier family 38 member 11 [Source:HGNC Symbol;Acc:HGNC:26836]	Gene
ENSG00000169519	METTL15	METTL15	methyltransferase like 15 [Source:HGNC Symbol;Acc:HGNC:26606]	Gene
ENSG00000169548	ZNF280A	ZNF280A	zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]	TF
ENSG00000169605	GKN1	GKN1	gastrokine 1 [Source:HGNC Symbol;Acc:HGNC:23217]	Gene
ENSG00000169607	CKAP2L	CKAP2L	cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]	Gene
ENSG00000169717	ACTRT2	ACTRT2	actin related protein T2 [Source:HGNC Symbol;Acc:HGNC:24026]	Gene
ENSG00000169718	DUS1L	DUS1L	dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]	Gene
ENSG00000169800	RBMY1F	RBMY1F	RNA binding motif protein Y-linked family 1 member F [Source:HGNC Symbol;Acc:HGNC:23974]	Gene
ENSG00000169851	PCDH7	PCDH7	protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]	Gene
ENSG00000169857	AVEN	AVEN	apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]	Gene
ENSG00000169876	MUC17	MUC17	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]	Gene
ENSG00000169884	WNT10B	WNT10B	Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	Gene
ENSG00000169903	TM4SF4	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856]	Gene
ENSG00000169906	S100G	S100G	S100 calcium binding protein G [Source:HGNC Symbol;Acc:HGNC:1436]	Gene
ENSG00000169914	OTUD3	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	Gene
ENSG00000169946	ZFPM2	ZFPM2	zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]	Gene
ENSG00000169953	HSFY2	HSFY2	heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]	TF
ENSG00000170044	ZPLD1	ZPLD1	zona pellucida like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27022]	Gene
ENSG00000170054	SERPINA9	SERPINA9	serpin family A member 9 [Source:HGNC Symbol;Acc:HGNC:15995]	Gene
ENSG00000170085	SIMC1	SIMC1	SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]	Gene
ENSG00000170099	SERPINA6	SERPINA6	serpin family A member 6 [Source:HGNC Symbol;Acc:HGNC:1540]	Gene
ENSG00000170113	NIPA1	NIPA1	NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043]	Gene
ENSG00000170153	RNF150	RNF150	ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]	Gene
ENSG00000170160	CCDC144A	CCDC144A	coiled-coil domain containing 144A [Source:HGNC Symbol;Acc:HGNC:29072]	Gene
ENSG00000170190	SLC16A5	SLC16A5	solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]	Gene
ENSG00000170222	ADPRM	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]	Gene
